,player_display_name,position_group,next_fantasy_points,importance,replacement,PAR,draft_value
59,Michael Pittman,WR,8.87748268331539,1.1252607129235312,10.747083344871141,-1.8696006615557508,-2.1037881733045296
60,Jauan Jennings,WR,11.114262144748587,1.1252607129235312,10.747083344871141,0.36717879987744517,0.41317187812050055
61,Brandon Aiyuk,WR,8.628149166584127,1.1252607129235312,10.747083344871141,-2.118934178287015,-2.3843533840972833
62,Laviska Shenault Jr.,WR,5.341328006743052,1.1252607129235312,10.747083344871141,-5.405755338128089,-6.082884105672198
63,Darnell Mooney,WR,10.033091192079292,1.1252607129235312,10.747083344871141,-0.7139921527918496,-0.8034273188723635
64,Justin Jefferson,WR,16.11553427615724,1.1252607129235312,10.747083344871141,5.3684509312861,6.040906922233992
65,Devin Duvernay,WR,3.945334895770791,1.1252607129235312,10.747083344871141,-6.80174844910035,-7.653740308961183
66,K.J. Osborn,WR,4.5128596156555645,1.1252607129235312,10.747083344871141,-6.234223729215577,-7.015127038061916
67,CeeDee Lamb,WR,10.615564389047108,1.1252607129235312,10.747083344871141,-0.13151895582403306,-0.14799311399350984
68,Jalen Reagor,WR,3.0200487306675097,1.1252607129235312,10.747083344871141,-7.727034614203632,-8.694928478763583
69,Jerry Jeudy,WR,8.409645610299672,1.1252607129235312,10.747083344871141,-2.33743773457147,-2.630226851618256
70,Tee Higgins,WR,12.489795626571079,1.1252607129235312,10.747083344871141,1.7427122816999372,1.9610056645262652
71,Van Jefferson,WR,6.052447921696402,1.1252607129235312,10.747083344871141,-4.69463542317474,-5.282688803197671
72,Tyler Johnson,WR,3.0201152274300984,1.1252607129235312,10.747083344871141,-7.726968117441043,-8.694853652569105
73,D.J. Turner,WR,3.1047876988736367,1.1252607129235312,10.747083344871141,-7.642295645997505,-8.599575046987551
74,Rashod Bateman,WR,7.908605236603246,1.1252607129235312,10.747083344871141,-2.8384781082678954,-3.1940278997273683
75,Nico Collins,WR,13.983430666001473,1.1252607129235312,10.747083344871141,3.2363473211303315,3.6417344938432774
76,Jaylen Waddle,WR,8.623130679679829,1.1252607129235312,10.747083344871141,-2.1239526651913128,-2.390000490249011
77,Dyami Brown,WR,5.094685319505829,1.1252607129235312,10.747083344871141,-5.652398025365312,-6.360421431750131
78,Tylan Wallace,WR,6.462027429976758,1.1252607129235312,10.747083344871141,-4.285055914894383,-4.821805073711248
79,Simi Fehoko,WR,4.576210756286212,1.1252607129235312,10.747083344871141,-6.170872588584929,-6.943840488391355
80,Tutu Atwell,WR,3.167726328980294,1.1252607129235312,10.747083344871141,-7.579357015890848,-8.528752679203304
81,Ja'Marr Chase,WR,18.164062196636802,1.1252607129235312,10.747083344871141,7.416978851765661,8.346034910476583
82,DeVonta Smith,WR,11.234310480714651,1.1252607129235312,10.747083344871141,0.48722713584350963,0.5482575542349578
83,Terrace Marshall,WR,3.449856113885804,1.1252607129235312,10.747083344871141,-7.297227230985337,-8.211283116303566
84,Amon-Ra St. Brown,WR,13.244850797659538,1.1252607129235312,10.747083344871141,2.4977674527883966,2.810639584641864
85,Elijah Moore,WR,6.566819140422481,1.1252607129235312,10.747083344871141,-4.18026420444866,-4.703887078906617
86,Josh Palmer,WR,4.237166503100289,1.1252607129235312,10.747083344871141,-6.509916841770853,-7.325353666443973
87,Bo Melton,WR,2.5268181673876757,1.1252607129235312,10.747083344871141,-8.220265177483466,-9.249941454035522
88,Kevin Austin,WR,3.1085152348039284,1.1252607129235312,10.747083344871141,-7.638568110067213,-8.595380597249184
89,Drake London,WR,11.889872534608546,1.1252607129235312,10.747083344871141,1.142789189737405,1.285935778365217
90,Chris Olave,WR,3.4291039666389804,1.1252607129235312,10.747083344871141,-7.317979378232161,-8.234634692309221
91,Jameson Williams,WR,13.94267294269859,1.1252607129235312,10.747083344871141,3.195589597827448,3.595871429062335
92,George Pickens,WR,8.586491053825181,1.1252607129235312,10.747083344871141,-2.16059229104596,-2.4312296217594627
93,Khalil Shakir,WR,16.40702956479431,1.1252607129235312,10.747083344871141,5.659946219923169,6.368915118539591
94,Jalen Nailor,WR,6.173860531360105,1.1252607129235312,10.747083344871141,-4.573222813511037,-5.146067963489586
95,Mike Woods,WR,1.9840870543837248,1.1252607129235312,10.747083344871141,-8.762996290487417,-9.86065545318013
96,Rashid Shaheed,WR,9.634107885044637,1.1252607129235312,10.747083344871141,-1.1129754598265045,-1.2523875593907674
97,John Metchie,WR,3.468210761905643,1.1252607129235312,10.747083344871141,-7.278872582965498,-8.190629351987301
98,Alec Pierce,WR,5.811021715783614,1.1252607129235312,10.747083344871141,-4.936061629087527,-5.554356227781518
99,Jalen Tolbert,WR,6.977292574921761,1.1252607129235312,10.747083344871141,-3.7697907699493802,-4.241997449365788
100,Garrett Wilson,WR,11.883002682252695,1.1252607129235312,10.747083344871141,1.1359193373815533,1.2782054034055919
101,Jahan Dotson,WR,3.9506816290681064,1.1252607129235312,10.747083344871141,-6.796401715803035,-7.647723840039234
102,Treylon Burks,WR,5.587903591541202,1.1252607129235312,10.747083344871141,-5.15917975332994,-5.805422287332696
103,Kavontae Turpin,WR,2.663960873138475,1.1252607129235312,10.747083344871141,-8.083122471732667,-9.095620155190117
104,Romeo Doubs,WR,5.77632993898722,1.1252607129235312,10.747083344871141,-4.970753405883921,-5.593393521272012
105,Calvin Austin,WR,5.095033057567621,1.1252607129235312,10.747083344871141,-5.6520502873035205,-6.360030135770809
106,Wan'Dale Robinson,WR,5.0621030413987285,1.1252607129235312,10.747083344871141,-5.684980303472413,-6.3970849892416
107,Christian Watson,WR,6.14460773079854,1.1252607129235312,10.747083344871141,-4.602475614072602,-5.178984990704503
108,Dontayvion Wicks,WR,3.272843765210844,1.1252607129235312,10.747083344871141,-7.474239579660297,-8.41046815796982
109,Malik Heath,WR,5.468599288119368,1.1252607129235312,10.747083344871141,-5.278484056751774,-5.939670732855994
110,Xavier Gipson,WR,1.5218211616643282,1.1252607129235312,10.747083344871141,-9.225262183206812,-10.38082510118179
111,Jaxon Smith-Njigba,WR,13.448152346457691,1.1252607129235312,10.747083344871141,2.70106900158655,3.039406830380932
112,Quentin Johnston,WR,9.129530464777261,1.1252607129235312,10.747083344871141,-1.6175528800938803,-1.8201687070459511
113,Michael Wilson,WR,7.993635431843491,1.1252607129235312,10.747083344871141,-2.7534479130276504,-3.098346761611303
114,Tre Tucker,WR,4.21663853032626,1.1252607129235312,10.747083344871141,-6.5304448145448815,-7.348452987722551
115,Derius Davis,WR,3.602576195647975,1.1252607129235312,10.747083344871141,-7.144507149223166,-8.039433208222126
116,Parker Washington,WR,4.608834057231183,1.1252607129235312,10.747083344871141,-6.138249287639958,-6.907130769512097
117,Kayshon Boutte,WR,4.794991865147912,1.1252607129235312,10.747083344871141,-5.952091479723229,-6.697654701859437
118,Xavier Hutchinson,WR,2.4474109682424268,1.1252607129235312,10.747083344871141,-8.299672376628715,-9.339295255556967
119,Andrei Iosivas,WR,4.292411079642497,1.1252607129235312,10.747083344871141,-6.454672265228645,-7.263189114858929
120,Demario Douglas,WR,6.68081091785282,1.1252607129235312,10.747083344871141,-4.066272427018322,-4.575616610167934
121,Jalen Brooks,WR,4.313058258702746,1.1252607129235312,10.747083344871141,-6.434025086168395,-7.239955655429733
122,Jake Bobo,WR,3.9043031008848446,1.1252607129235312,10.747083344871141,-6.842780243986297,-7.699911775727076
123,Rakim Jarrett,WR,4.057126192609383,1.1252607129235312,10.747083344871141,-6.6899571522617585,-7.527945954581943
124,Ryan Miller,WR,5.378839278095792,1.1252607129235312,10.747083344871141,-5.3682440667753495,-6.040674145727147
125,Jalin Hyatt,WR,3.439919170195295,1.1252607129235312,10.747083344871141,-7.3071641746758464,-8.222464768645029
126,Marvin Mims,WR,7.612005350377824,1.1252607129235312,10.747083344871141,-3.135077994493317,-3.5277800991544246
127,Tank Dell,WR,7.829444762978426,1.1252607129235312,10.747083344871141,-2.9176385818927155,-3.2831040707137977
128,Cedric Tillman,WR,4.874165795452477,1.1252607129235312,10.747083344871141,-5.8729175494186645,-6.608563388599965
129,Jordan Addison,WR,11.852541863662266,1.1252607129235312,10.747083344871141,1.1054585187911243,1.2439290409622914
130,Josh Downs,WR,10.097839010248547,1.1252607129235312,10.747083344871141,-0.649244334622594,-0.7305691428389838
131,Trey Palmer,WR,5.41724913268678,1.1252607129235312,10.747083344871141,-5.329834212184362,-5.997453045366802
132,Jonathan Mingo,WR,6.546457441466622,1.1252607129235312,10.747083344871141,-4.20062590340452,-4.726799298790023
133,Zay Flowers,WR,10.27790967236796,1.1252607129235312,10.747083344871141,-0.46917367250318165,-0.5279427012058816
134,Puka Nacua,WR,16.392640456877196,1.1252607129235312,10.747083344871141,5.645557112006054,6.352723620706445
135,Jayden Reed,WR,7.426038898781079,1.1252607129235312,10.747083344871141,-3.3210444460900623,-3.7370408410580374
136,Johnny Wilson,WR,6.227599777699788,1.1252607129235312,10.747083344871141,-4.519483567171354,-5.085597300841421
137,Malik Nabers,WR,15.347799937950086,1.1252607129235312,10.747083344871141,4.600716593078944,5.177005633487132
138,Xavier Legette,WR,4.123241999171419,1.1252607129235312,10.747083344871141,-6.623841345699723,-7.453548434954433
139,Luke McCaffrey,WR,4.048161505220984,1.1252607129235312,10.747083344871141,-6.698921839650158,-7.53803356510375
140,Jamari Thrash,WR,5.507553443862719,1.1252607129235312,10.747083344871141,-5.239529901008423,-5.895837151792897
141,Ryan Flournoy,WR,1.9397154629785731,1.1252607129235312,10.747083344871141,-8.807367881892569,-9.910585061758244
142,Devaughn Vele,WR,5.742108295404439,1.1252607129235312,10.747083344871141,-5.004975049466703,-5.631901792327388
143,Jalen Coker,WR,8.128382208784709,1.1252607129235312,10.747083344871141,-2.6187011360864325,-2.9467215073262802
144,Mason Tipton,WR,3.228006664872581,1.1252607129235312,10.747083344871141,-7.519076679998561,-8.460921585461879
145,Bryce Oliver,WR,3.9046955678789814,1.1252607129235312,10.747083344871141,-6.84238777699216,-7.699470148037454
146,Jordan Whittington,WR,13.778219260768033,1.1252607129235312,10.747083344871141,3.0311359158968916,3.410818161690257
147,Marvin Harrison,WR,9.344221067921708,1.1252607129235312,10.747083344871141,-1.402862276949433,-1.5785858058936473
148,Jalen McMillan,WR,5.2378301101115285,1.1252607129235312,10.747083344871141,-5.509253234759613,-6.199346222621872
149,Troy Franklin,WR,4.570645340622366,1.1252607129235312,10.747083344871141,-6.176438004248776,-6.95010303198897
150,Malik Washington,WR,4.121206865929052,1.1252607129235312,10.747083344871141,-6.625876478942089,-7.455838490437633
151,Adonai Mitchell,WR,4.315469485873662,1.1252607129235312,10.747083344871141,-6.431613858997479,-7.237242396224367
152,Brian Thomas,WR,13.916791686606823,1.1252607129235312,10.747083344871141,3.1697083417356815,3.566748268381157
153,Xavier Worthy,WR,5.449927932115094,1.1252607129235312,10.747083344871141,-5.297155412756047,-5.960680876224612
154,Keon Coleman,WR,4.323362779289535,1.1252607129235312,10.747083344871141,-6.423720565581607,-7.228360383247908
155,Ja'Lynn Polk,WR,4.189631345707601,1.1252607129235312,10.747083344871141,-6.557451999163541,-7.3788431115406015
156,Ladd McConkey,WR,11.48201414143966,1.1252607129235312,10.747083344871141,0.7349307965685181,0.8269887520961494
157,Ricky Pearsall,WR,5.677096888720169,1.1252607129235312,10.747083344871141,-5.069986456150972,-5.705056574161091
158,Rome Odunze,WR,6.243511854881842,1.1252607129235312,10.747083344871141,-4.5035714899893,-5.067692065527449
159,Malachi Corley,WR,3.651088039231131,1.1252607129235312,10.747083344871141,-7.0959953056400105,-7.984844736526509
0,Zach Ertz,TE,7.626884655230011,1.449818433785022,8.349369981699688,-0.7224853264696769,-1.0474725444549273
1,Travis Kelce,TE,8.57306493325834,1.449818433785022,8.349369981699688,0.22369495155865238,0.32431706431438173
2,MyCole Pruitt,TE,4.001228948029584,1.449818433785022,8.349369981699688,-4.348141033670104,-6.304015023311977
3,Austin Hooper,TE,5.67042967371353,1.449818433785022,8.349369981699688,-2.6789403079861582,-3.8839770415280563
4,Nick Vannett,TE,2.745402250776651,1.449818433785022,8.349369981699688,-5.603967730923037,-8.12473571862864
5,Hunter Henry,TE,5.851659357266715,1.449818433785022,8.349369981699688,-2.4977106244329734,-3.621226905563623
6,Mo Alie-Cox,TE,2.6669082748844075,1.449818433785022,8.349369981699688,-5.68246170681528,-8.238537731818292
7,Johnny Mundt,TE,2.7505000294437796,1.449818433785022,8.349369981699688,-5.5988699522559084,-8.117344865145682
